ID,Category,Subcategory,Value,Timestamp
4412,Vegetable,Spinach,21.47,2024-02-02T03:31:00
4413,Vegetable,Spinach,49.5,2024-01-25T22:20:00
4414,Grain,Rice,25.96,2024-02-09T10:32:00
4415,Grain,Wheat,7.08,2024-01-06T10:10:00
4416,Grain,Barley,29.62,2024-02-07T15:05:00
4417,Fruit,Banana,14.93,2024-01-26T10:12:00
4418,Vegetable,Pepper,77.14,2024-02-13T01:47:00
4419,Protein,Chicken,59.06,2024-02-01T15:52:00
4420,Dairy,Cheese,45.48,2024-03-03T15:54:00
4421,Dairy,Butter,96.39,2024-01-25T13:02:00
4422,Vegetable,Pepper,22.84,2024-01-13T03:36:00
4423,Fruit,Orange,64.88,2024-02-05T00:07:00
4424,Vegetable,Tomato,51.46,2024-01-14T04:05:00
4425,Fruit,Banana,72.4,2024-02-17T12:23:00
4426,Dairy,Milk,27.91,2024-02-29T22:03:00
4427,Protein,Fish,74.89,2024-01-02T20:20:00
4428,Fruit,Berry,95.76,2024-01-10T18:00:00
4429,Vegetable,Broccoli,25.96,2024-01-23T05:40:00
4430,Protein,Egg,57.87,2024-02-18T05:37:00
4431,Vegetable,Pepper,97.77,2024-01-01T07:21:00
4432,Vegetable,Carrot,33.41,2024-03-03T18:32:00
4433,Protein,Tofu,57.23,2024-01-01T03:11:00
4434,Grain,Wheat,19.55,2024-03-07T16:25:00
4435,Dairy,Butter,25.87,2024-01-25T18:03:00
4436,Protein,Beef,63.26,2024-03-01T23:16:00
4437,Protein,Egg,56.84,2024-01-09T17:54:00
4438,Grain,Corn,62.84,2024-01-23T06:57:00
4439,Dairy,Milk,85.92,2024-02-02T11:37:00
4440,Grain,Wheat,53.72,2024-02-14T21:18:00
4441,Vegetable,Pepper,95.79,2024-01-02T11:53:00
4442,Fruit,Apple,56.95,2024-01-13T11:16:00
4443,Vegetable,Pepper,86.79,2024-01-19T15:44:00
4444,Grain,Corn,53.96,2024-03-08T05:31:00
4445,Fruit,Apple,68.42,2024-02-19T22:21:00
4446,Grain,Wheat,22.85,2024-01-20T12:39:00
4447,Vegetable,Broccoli,10.59,2024-01-24T08:14:00
4448,Fruit,Berry,41.5,2024-01-26T12:34:00
4449,Protein,Tofu,89.42,2024-01-09T12:12:00
4450,Dairy,Cheese,61.57,2024-01-09T12:16:00
4451,Dairy,Cream,54.15,2024-02-27T06:18:00
4452,Vegetable,Carrot,48.13,2024-01-26T05:17:00
4453,Protein,Beef,66.07,2024-03-04T08:08:00
4454,Fruit,Grape,81.89,2024-01-20T16:38:00
4455,Grain,Oats,10.91,2024-02-15T20:21:00
4456,Protein,Beef,92.56,2024-01-26T06:34:00
4457,Fruit,Grape,69.94,2024-02-02T11:39:00
4458,Grain,Barley,69.9,2024-01-03T10:45:00
4459,Fruit,Berry,3.11,2024-01-26T01:18:00
4460,Vegetable,Spinach,82.41,2024-01-22T07:39:00
4461,Fruit,Orange,20.39,2024-01-20T00:43:00
4462,Vegetable,Spinach,30.2,2024-01-06T13:51:00
4463,Grain,Wheat,62.25,2024-01-03T20:47:00
4464,Fruit,Orange,37.3,2024-03-09T20:47:00
4465,Dairy,Butter,16.24,2024-01-06T18:12:00
4466,Vegetable,Pepper,38.43,2024-01-16T14:22:00
4467,Dairy,Milk,53.77,2024-03-03T07:10:00
4468,Grain,Rice,9.4,2024-01-15T08:08:00
4469,Vegetable,Carrot,16.22,2024-01-10T20:53:00
4470,Grain,Wheat,70.27,2024-01-16T03:02:00
4471,Dairy,Cream,71.66,2024-03-02T15:14:00
4472,Protein,Egg,90.0,2024-02-23T07:18:00
4473,Dairy,Butter,16.58,2024-02-24T02:12:00
4474,Protein,Egg,22.34,2024-02-10T20:59:00
4475,Grain,Wheat,61.48,2024-02-10T12:16:00
4476,Dairy,Yogurt,26.76,2024-01-20T11:48:00
4477,Fruit,Orange,41.18,2024-02-04T04:20:00
4478,Protein,Tofu,92.8,2024-02-22T22:05:00
4479,Fruit,Orange,90.18,2024-01-21T21:52:00
4480,Protein,Chicken,56.45,2024-02-05T22:01:00
4481,Protein,Beef,6.23,2024-01-17T08:45:00
4482,Protein,Beef,80.1,2024-01-22T21:20:00
4483,Fruit,Berry,85.97,2024-02-19T11:39:00
4484,Fruit,Orange,54.36,2024-01-08T14:33:00
4485,Dairy,Cream,54.22,2024-01-24T15:13:00
4486,Dairy,Yogurt,55.34,2024-01-17T05:31:00
4487,Fruit,Grape,49.56,2024-01-19T16:29:00
4488,Vegetable,Spinach,70.18,2024-01-09T03:15:00
4489,Protein,Beef,62.86,2024-01-07T12:03:00
4490,Grain,Barley,8.94,2024-03-10T04:33:00
4491,Dairy,Butter,17.3,2024-01-26T03:36:00
4492,Dairy,Milk,4.28,2024-01-02T01:11:00
4493,Fruit,Apple,86.43,2024-03-06T19:36:00
4494,Fruit,Apple,32.93,2024-03-09T22:54:00
4495,Protein,Chicken,9.18,2024-01-18T07:58:00
4496,Grain,Rice,44.46,2024-02-19T01:31:00
4497,Dairy,Milk,78.96,2024-03-09T03:03:00
4498,Protein,Chicken,72.2,2024-02-02T03:52:00
4499,Dairy,Butter,67.55,2024-02-15T21:02:00
4500,Dairy,Yogurt,26.82,2024-01-08T17:46:00
4501,Protein,Beef,60.43,2024-02-22T11:07:00
4502,Protein,Tofu,29.43,2024-02-17T12:48:00
4503,Fruit,Orange,18.4,2024-01-27T07:16:00
4504,Protein,Egg,79.04,2024-01-29T14:11:00
4505,Grain,Corn,5.0,2024-02-09T13:35:00
4506,Grain,Rice,5.37,2024-01-05T10:43:00
4507,Fruit,Banana,88.69,2024-02-04T09:31:00
4508,Dairy,Yogurt,9.78,2024-03-06T21:22:00
4509,Protein,Fish,53.47,2024-02-06T21:08:00
4510,Grain,Barley,13.17,2024-02-07T14:09:00
4511,Vegetable,Broccoli,51.66,2024-01-30T06:38:00
4512,Dairy,Milk,37.25,2024-01-16T11:53:00
4513,Protein,Tofu,73.23,2024-02-20T07:02:00
4514,Fruit,Grape,6.25,2024-01-19T22:12:00
4515,Vegetable,Pepper,60.61,2024-02-25T21:45:00
4516,Protein,Tofu,62.19,2024-01-02T13:07:00
4517,Protein,Egg,19.29,2024-01-06T20:56:00
4518,Fruit,Banana,80.4,2024-01-12T03:24:00
4519,Grain,Oats,83.65,2024-01-12T07:27:00
4520,Protein,Egg,74.11,2024-01-24T19:29:00
4521,Dairy,Cheese,55.2,2024-02-13T02:41:00
4522,Grain,Wheat,52.05,2024-02-04T09:56:00
4523,Vegetable,Tomato,65.13,2024-02-06T09:10:00
4524,Dairy,Cheese,16.33,2024-01-06T23:09:00
4525,Vegetable,Pepper,62.29,2024-01-27T20:46:00
4526,Vegetable,Tomato,57.57,2024-03-01T22:32:00
4527,Dairy,Butter,30.46,2024-01-02T21:14:00
4528,Vegetable,Pepper,75.89,2024-01-12T21:06:00
4529,Dairy,Cream,43.66,2024-01-10T11:23:00
4530,Dairy,Yogurt,9.13,2024-01-04T17:04:00
4531,Grain,Oats,94.6,2024-02-27T11:49:00
4532,Grain,Wheat,36.11,2024-03-09T07:02:00
4533,Dairy,Yogurt,86.76,2024-01-04T20:26:00
4534,Vegetable,Pepper,79.08,2024-03-06T15:19:00
4535,Dairy,Yogurt,54.8,2024-01-18T00:24:00
4536,Dairy,Cheese,95.96,2024-03-07T09:03:00
4537,Fruit,Apple,47.51,2024-01-29T00:14:00
4538,Grain,Oats,86.45,2024-02-16T16:37:00
4539,Protein,Egg,51.02,2024-01-03T01:08:00
4540,Vegetable,Carrot,37.47,2024-02-20T14:47:00
4541,Protein,Egg,18.67,2024-01-26T01:41:00
4542,Dairy,Cheese,47.1,2024-03-04T11:02:00
4543,Fruit,Banana,4.72,2024-03-03T12:23:00
4544,Fruit,Banana,24.64,2024-01-20T16:09:00
4545,Vegetable,Broccoli,20.24,2024-02-17T21:31:00
4546,Dairy,Cream,32.19,2024-03-05T12:34:00
4547,Fruit,Grape,73.12,2024-01-13T20:55:00
4548,Fruit,Apple,10.36,2024-02-24T14:24:00
4549,Grain,Barley,47.18,2024-01-12T06:23:00
4550,Protein,Chicken,61.04,2024-01-19T01:53:00
4551,Vegetable,Tomato,10.05,2024-03-02T18:49:00
4552,Vegetable,Pepper,22.46,2024-02-06T20:43:00
4553,Dairy,Cheese,4.88,2024-02-07T00:20:00
4554,Fruit,Apple,95.66,2024-03-09T06:29:00
4555,Protein,Egg,50.17,2024-01-30T19:18:00
4556,Grain,Rice,46.71,2024-02-15T13:45:00
4557,Grain,Barley,72.31,2024-02-17T17:43:00
4558,Fruit,Apple,91.24,2024-01-19T23:55:00
4559,Fruit,Apple,59.02,2024-01-31T10:55:00
4560,Grain,Rice,55.42,2024-02-24T08:35:00
4561,Protein,Chicken,25.19,2024-02-04T08:12:00
4562,Dairy,Butter,64.05,2024-02-15T06:28:00
4563,Dairy,Yogurt,82.48,2024-02-24T06:08:00
4564,Fruit,Grape,91.75,2024-02-26T12:43:00
4565,Vegetable,Pepper,37.42,2024-02-01T11:23:00
4566,Vegetable,Carrot,8.55,2024-02-24T22:47:00
4567,Fruit,Apple,87.21,2024-02-28T04:32:00
4568,Protein,Fish,11.78,2024-01-27T14:24:00
4569,Vegetable,Spinach,40.3,2024-02-13T10:46:00
4570,Dairy,Milk,59.07,2024-03-09T20:38:00
4571,Grain,Wheat,17.89,2024-03-06T19:19:00
4572,Vegetable,Spinach,61.05,2024-02-16T01:03:00
4573,Vegetable,Carrot,24.77,2024-01-26T00:47:00
4574,Dairy,Yogurt,42.41,2024-01-09T09:28:00
4575,Dairy,Milk,69.85,2024-03-07T12:17:00
4576,Dairy,Cheese,52.45,2024-02-07T01:38:00
4577,Fruit,Banana,63.42,2024-01-31T17:15:00
4578,Vegetable,Pepper,93.62,2024-02-09T00:26:00
4579,Grain,Rice,52.41,2024-01-09T17:40:00
4580,Fruit,Orange,43.23,2024-01-02T15:15:00
4581,Fruit,Orange,87.61,2024-01-06T00:59:00
4582,Protein,Beef,36.77,2024-02-06T05:04:00
4583,Protein,Chicken,82.0,2024-03-10T10:13:00
4584,Fruit,Grape,16.25,2024-02-11T11:20:00
4585,Fruit,Banana,94.09,2024-01-20T08:59:00
4586,Fruit,Orange,76.99,2024-01-24T02:55:00
4587,Dairy,Yogurt,6.15,2024-02-09T02:53:00
4588,Protein,Egg,19.16,2024-02-22T01:38:00
4589,Fruit,Grape,63.01,2024-02-14T04:05:00
4590,Grain,Barley,64.77,2024-01-13T23:30:00
4591,Protein,Beef,98.41,2024-01-25T00:14:00
4592,Dairy,Milk,12.47,2024-01-28T16:06:00
4593,Protein,Chicken,79.59,2024-02-10T17:25:00
4594,Vegetable,Broccoli,30.55,2024-02-13T09:46:00
4595,Protein,Egg,14.51,2024-01-05T04:45:00
4596,Vegetable,Spinach,64.87,2024-02-25T22:24:00
4597,Fruit,Apple,11.14,2024-02-03T17:30:00
4598,Grain,Rice,60.96,2024-01-05T07:44:00
4599,Protein,Fish,99.33,2024-02-22T20:52:00
4600,Fruit,Banana,29.29,2024-01-17T13:06:00
4601,Fruit,Grape,99.2,2024-02-23T01:21:00
4602,Vegetable,Pepper,75.87,2024-03-05T06:38:00
4603,Protein,Egg,94.32,2024-02-08T07:06:00
4604,Protein,Egg,81.0,2024-02-29T18:44:00
4605,Dairy,Cream,64.53,2024-03-10T03:08:00
4606,Protein,Tofu,9.88,2024-02-17T12:47:00
4607,Dairy,Cheese,53.99,2024-02-03T07:56:00
4608,Protein,Tofu,64.04,2024-02-21T18:28:00
4609,Vegetable,Spinach,33.71,2024-01-10T08:53:00
4610,Dairy,Milk,77.46,2024-01-29T04:19:00
4611,Protein,Egg,79.44,2024-01-18T16:47:00
4612,Vegetable,Spinach,11.73,2024-01-21T07:12:00
4613,Dairy,Cheese,77.85,2024-02-09T03:04:00
4614,Grain,Barley,56.43,2024-01-05T23:39:00
4615,Grain,Barley,70.27,2024-02-20T18:46:00
4616,Grain,Wheat,40.4,2024-01-11T17:09:00
4617,Grain,Corn,97.26,2024-01-03T18:40:00
4618,Grain,Wheat,75.18,2024-01-29T04:07:00
4619,Protein,Beef,52.48,2024-01-21T01:27:00
4620,Dairy,Cream,90.88,2024-02-29T04:21:00
4621,Vegetable,Tomato,14.71,2024-02-21T01:51:00
4622,Fruit,Banana,82.97,2024-02-01T08:58:00
4623,Grain,Rice,98.18,2024-03-04T06:33:00
4624,Protein,Egg,43.98,2024-01-03T17:24:00
4625,Protein,Beef,41.22,2024-02-02T15:38:00
4626,Protein,Beef,43.98,2024-01-25T05:10:00
4627,Fruit,Berry,38.86,2024-02-04T10:24:00
4628,Dairy,Butter,63.4,2024-01-20T17:14:00
4629,Fruit,Berry,48.71,2024-02-08T18:30:00
4630,Fruit,Orange,76.88,2024-02-18T02:32:00
4631,Dairy,Cream,34.35,2024-03-09T07:19:00
4632,Fruit,Banana,84.49,2024-01-25T07:22:00
4633,Grain,Barley,15.75,2024-02-23T11:39:00
4634,Dairy,Cream,27.92,2024-01-04T16:36:00
4635,Fruit,Orange,48.36,2024-01-21T08:45:00
4636,Fruit,Apple,67.1,2024-02-16T18:37:00
4637,Grain,Barley,39.68,2024-02-05T10:24:00
4638,Fruit,Apple,12.56,2024-02-05T05:49:00
4639,Protein,Beef,8.43,2024-03-01T19:57:00
4640,Vegetable,Tomato,34.15,2024-01-03T07:40:00
4641,Fruit,Apple,38.14,2024-01-06T02:18:00
4642,Protein,Fish,8.93,2024-02-27T07:57:00
4643,Protein,Chicken,85.93,2024-01-30T06:05:00
4644,Fruit,Grape,41.37,2024-01-17T03:04:00
4645,Protein,Beef,87.31,2024-02-10T08:26:00
4646,Grain,Wheat,5.98,2024-02-03T12:41:00
4647,Vegetable,Broccoli,27.74,2024-02-15T01:55:00
4648,Grain,Corn,60.28,2024-02-05T13:34:00
4649,Vegetable,Carrot,71.72,2024-02-10T20:54:00
4650,Vegetable,Pepper,76.53,2024-02-07T11:15:00
4651,Vegetable,Tomato,14.58,2024-01-02T18:30:00
4652,Protein,Chicken,74.84,2024-02-14T18:59:00
4653,Grain,Corn,92.39,2024-01-15T15:38:00
4654,Protein,Egg,7.61,2024-01-24T23:43:00
4655,Fruit,Grape,93.72,2024-03-02T09:45:00
4656,Protein,Fish,7.65,2024-01-18T18:34:00
4657,Vegetable,Spinach,45.93,2024-01-09T02:49:00
4658,Vegetable,Broccoli,36.43,2024-01-16T14:05:00
4659,Vegetable,Broccoli,91.67,2024-02-06T12:40:00
4660,Fruit,Grape,54.92,2024-01-08T04:54:00
4661,Grain,Rice,21.29,2024-01-15T22:51:00
4662,Fruit,Apple,60.69,2024-01-01T01:00:00
4663,Grain,Rice,22.67,2024-02-08T09:39:00
4664,Vegetable,Tomato,97.97,2024-01-29T22:08:00
4665,Vegetable,Pepper,50.08,2024-02-22T04:41:00
4666,Dairy,Butter,13.01,2024-01-20T20:46:00
4667,Grain,Rice,89.25,2024-02-19T14:58:00
4668,Dairy,Yogurt,27.2,2024-01-05T11:26:00
4669,Vegetable,Tomato,32.98,2024-01-13T19:41:00
4670,Grain,Oats,51.52,2024-01-09T14:28:00
4671,Grain,Oats,29.19,2024-01-05T19:33:00
4672,Vegetable,Pepper,21.28,2024-01-23T18:24:00
4673,Fruit,Grape,47.57,2024-01-10T20:32:00
4674,Vegetable,Pepper,74.35,2024-02-15T11:31:00
4675,Protein,Beef,91.6,2024-01-07T20:13:00
4676,Fruit,Orange,64.27,2024-02-14T17:51:00
4677,Protein,Egg,82.9,2024-01-10T07:33:00
4678,Vegetable,Broccoli,52.42,2024-02-08T05:12:00
4679,Vegetable,Tomato,55.07,2024-03-07T20:38:00
4680,Grain,Barley,44.36,2024-03-09T23:36:00
4681,Grain,Wheat,87.6,2024-02-19T02:14:00
4682,Vegetable,Carrot,84.96,2024-01-17T03:08:00
4683,Protein,Fish,41.43,2024-01-31T19:24:00
4684,Vegetable,Tomato,75.28,2024-03-08T05:54:00
4685,Fruit,Grape,78.78,2024-02-23T13:50:00
4686,Protein,Tofu,40.88,2024-01-11T19:56:00
4687,Grain,Corn,70.31,2024-02-06T15:37:00, 
4688,Grain,Wheat,90.13,2024-02-17T04:11:00
4689,Vegetable,Carrot,37.14,2024-01-01T04:55:00
4690,Grain,Barley,15.22,2024-02-29T23:24:00
4691,Vegetable,Spinach,23.17,2024-02-01T19:03:00
4692,Dairy,Cheese,9.53,2024-02-05T19:18:00
4693,Dairy,Milk,77.95,2024-02-19T01:37:00
4694,Grain,Rice,68.99,2024-02-06T20:35:00
4695,Protein,Beef,73.52,2024-02-17T14:09:00
4696,Vegetable,Carrot,98.19,2024-01-13T15:05:00
4697,Dairy,Cream,40.4,2024-02-11T13:43:00
4698,Protein,Chicken,56.2,2024-02-18T15:06:00
4699,Dairy,Cheese,43.57,2024-02-25T10:17:00
4700,Protein,Fish,78.55,2024-01-02T11:18:00
4701,Vegetable,Spinach,89.33,2024-01-04T10:32:00
4702,Dairy,Milk,95.19,2024-03-03T23:14:00
4703,Vegetable,Tomato,43.88,2024-03-06T11:05:00
4704,Protein,Fish,51.23,2024-01-27T13:35:00
4705,Vegetable,Broccoli,88.37,2024-01-31T17:45:00
4706,Protein,Egg,55.8,2024-01-07T00:13:00
4707,Fruit,Banana,35.33,2024-02-26T23:39:00
4708,Protein,Egg,46.33,2024-03-09T08:57:00
4709,Fruit,Grape,10.07,2024-01-17T07:07:00
4710,Vegetable,Tomato,40.76,2024-02-05T13:03:00
4711,Grain,Wheat,54.39,2024-02-29T18:38:00
4712,Vegetable,Carrot,93.46,2024-02-11T03:25:00
4713,Dairy,Butter,78.24,2024-02-25T21:21:00
4714,Fruit,Grape,49.99,2024-02-18T10:36:00
4715,Grain,Corn,54.66,2024-02-26T18:21:00
4716,Protein,Tofu,51.07,2024-03-06T09:40:00
4717,Vegetable,Spinach,32.69,2024-02-22T12:02:00
4718,Vegetable,Pepper,99.42,2024-01-04T11:24:00
4719,Protein,Fish,68.47,2024-01-01T01:25:00
4720,Grain,Wheat,68.55,2024-01-22T14:47:00
4721,Dairy,Milk,69.85,2024-01-03T17:18:00
4722,Dairy,Butter,38.71,2024-02-26T09:24:00
4723,Dairy,Butter,57.35,2024-01-03T18:55:00
4724,Fruit,Orange,28.68,2024-02-19T07:30:00
4725,Vegetable,Broccoli,85.4,2024-01-25T10:09:00
4726,Dairy,Cheese,93.49,2024-02-05T18:54:00
4727,Grain,Barley,40.01,2024-01-13T18:36:00
4728,Dairy,Cream,30.12,2024-02-28T02:23:00
4729,Vegetable,Spinach,68.67,2024-03-08T07:09:00
4730,Protein,Fish,79.16,2024-01-21T05:23:00
4731,Vegetable,Tomato,96.09,2024-02-22T02:51:00
4732,Fruit,Banana,41.09,2024-01-24T17:34:00
4733,Fruit,Banana,19.47,2024-03-10T07:31:00
4734,Dairy,Butter,18.61,2024-02-01T06:03:00
4735,Grain,Wheat,96.89,2024-01-16T15:25:00
4736,Grain,Barley,22.94,2024-03-04T05:22:00
4737,Vegetable,Broccoli,53.44,2024-03-03T11:32:00
4738,Dairy,Milk,23.13,2024-02-15T22:03:00
4739,Fruit,Berry,71.35,2024-02-03T14:35:00
4740,Dairy,Milk,95.21,2024-02-14T13:37:00
4741,Protein,Fish,95.67,2024-02-20T20:27:00
4742,Dairy,Milk,61.38,2024-03-09T19:28:00
4743,Grain,Oats,82.66,2024-01-21T09:47:00
4744,Fruit,Orange,31.36,2024-02-26T17:21:00
4745,Fruit,Berry,82.61,2024-01-07T18:46:00
4746,Fruit,Grape,60.3,2024-01-16T00:02:00
4747,Fruit,Orange,52.63,2024-03-05T03:24:00
4748,Dairy,Cream,24.37,2024-01-04T10:20:00
4749,Fruit,Banana,21.81,2024-01-28T23:55:00
4750,Fruit,Banana,30.07,2024-01-10T18:53:00
4751,Dairy,Yogurt,21.03,2024-01-20T17:09:00
4752,Vegetable,Broccoli,62.32,2024-01-20T12:30:00
4753,Grain,Corn,73.06,2024-02-17T17:50:00
4754,Fruit,Orange,80.08,2024-02-10T17:12:00
4755,Dairy,Milk,2.59,2024-02-26T12:05:00
4756,Dairy,Cheese,70.02,2024-02-28T13:20:00
4757,Fruit,Banana,95.09,2024-01-08T22:21:00
4758,Fruit,Banana,18.56,2024-02-04T20:31:00
4759,Protein,Egg,94.85,2024-01-12T02:32:00
4760,Protein,Egg,47.82,2024-01-06T11:22:00
4761,Protein,Beef,76.02,2024-01-01T14:41:00
4762,Dairy,Yogurt,13.85,2024-02-16T19:24:00
4763,Protein,Egg,85.79,2024-02-01T16:54:00
4764,Grain,Wheat,89.13,2024-01-31T02:50:00
4765,Protein,Tofu,42.19,2024-01-30T12:46:00
4766,Protein,Egg,42.14,2024-03-09T15:46:00
4767,Grain,Barley,44.78,2024-01-28T04:24:00
4768,Vegetable,Spinach,49.78,2024-01-31T18:07:00
4769,Protein,Fish,98.33,2024-03-01T22:08:00
4770,Dairy,Cream,63.59,2024-03-07T17:01:00
4771,Protein,Tofu,96.49,2024-01-29T21:12:00
4772,Protein,Fish,18.6,2024-01-12T17:34:00
4773,Dairy,Cream,91.14,2024-01-08T13:16:00
4774,Grain,Oats,3.51,2024-01-01T13:40:00
4775,Fruit,Apple,16.44,2024-01-28T22:18:00
4776,Dairy,Cheese,59.05,2024-01-22T03:00:00
4777,Fruit,Orange,13.98,2024-01-11T12:49:00
4778,Dairy,Yogurt,7.86,2024-01-01T12:10:00
4779,Dairy,Yogurt,48.57,2024-02-17T11:51:00
4780,Vegetable,Pepper,56.0,2024-01-17T13:54:00
4781,Fruit,Banana,31.02,2024-02-17T07:32:00
4782,Protein,Egg,38.92,2024-02-23T09:05:00
4783,Protein,Tofu,15.26,2024-03-03T20:06:00
4784,Vegetable,Pepper,45.45,2024-02-28T00:15:00
4785,Grain,Oats,64.67,2024-01-14T15:02:00
4786,Fruit,Orange,37.26,2024-02-16T21:43:00
4787,Vegetable,Broccoli,29.5,2024-01-07T08:01:00
4788,Protein,Beef,80.73,2024-01-16T17:38:00
4789,Protein,Chicken,73.97,2024-01-18T07:59:00
4790,Fruit,Orange,20.82,2024-01-14T00:51:00
4791,Fruit,Banana,62.78,2024-01-06T08:51:00
4792,Grain,Rice,88.66,2024-02-17T07:03:00
4793,Vegetable,Pepper,26.98,2024-01-15T13:51:00
4794,Vegetable,Tomato,46.86,2024-01-03T04:55:00
4795,Protein,Beef,76.93,2024-02-06T18:36:00
4796,Protein,Chicken,66.85,2024-01-17T02:32:00
4797,Vegetable,Broccoli,48.53,2024-01-30T04:54:00
4798,Dairy,Yogurt,56.64,2024-01-25T04:16:00
4799,Grain,Wheat,38.51,2024-02-21T23:50:00
4800,Fruit,Banana,15.1,2024-01-09T05:07:00
4801,Protein,Tofu,38.86,2024-02-29T20:43:00
4802,Protein,Beef,73.23,2024-02-05T17:25:00
4803,Fruit,Berry,87.03,2024-03-06T09:07:00
4804,Grain,Rice,64.9,2024-01-16T23:29:00
4805,Fruit,Grape,69.06,2024-01-19T01:14:00
4806,Grain,Wheat,92.65,2024-02-29T15:44:00
4807,Protein,Beef,95.71,2024-01-03T15:56:00
4808,Dairy,Cheese,18.08,2024-02-22T11:42:00
4809,Protein,Egg,22.2,2024-02-07T11:53:00
4810,Vegetable,Carrot,73.55,2024-01-30T18:14:00
4811,Protein,Chicken,64.4,2024-01-22T12:08:00
4812,Protein,Egg,15.24,2024-01-16T03:51:00
4813,Dairy,Yogurt,70.54,2024-01-23T06:09:00
4814,Protein,Egg,21.12,2024-02-20T14:28:00
4815,Dairy,Yogurt,42.37,2024-02-14T12:27:00
4816,Grain,Corn,22.67,2024-02-05T18:42:00
4817,Dairy,Cheese,94.25,2024-02-21T23:27:00
4818,Dairy,Yogurt,86.68,2024-02-22T13:48:00
4819,Grain,Barley,71.83,2024-01-11T14:27:00
4820,Vegetable,Pepper,60.76,2024-02-22T23:58:00
4821,Grain,Rice,19.49,2024-01-16T20:49:00
4822,Grain,Rice,17.05,2024-01-31T03:19:00
4823,Vegetable,Tomato,47.38,2024-02-17T23:14:00
4824,Grain,Rice,22.21,2024-03-05T10:28:00
4825,Dairy,Cheese,58.38,2024-02-20T19:39:00
4826,Protein,Beef,13.94,2024-01-03T13:20:00
4827,Fruit,Orange,79.53,2024-02-06T03:32:00
4828,Fruit,Berry,19.66,2024-01-04T10:15:00
4829,Fruit,Banana,76.34,2024-02-14T12:07:00
4830,Protein,Tofu,52.34,2024-02-16T01:11:00
4831,Protein,Tofu,35.58,2024-01-20T04:01:00
4832,Dairy,Cream,36.38,2024-01-22T13:17:00
4833,Protein,Tofu,92.51,2024-03-09T07:43:00
4834,Fruit,Orange,2.72,2024-01-28T11:57:00
4835,Vegetable,Pepper,64.9,2024-02-22T03:00:00
4836,Protein,Fish,11.84,2024-01-07T01:04:00
4837,Dairy,Cheese,95.46,2024-03-07T06:14:00
4838,Protein,Chicken,3.26,2024-01-14T13:57:00
4839,Protein,Beef,78.14,2024-03-07T10:11:00
4840,Protein,Fish,66.74,2024-01-09T10:00:00
4841,Dairy,Cheese,48.32,2024-02-29T12:08:00
4842,Protein,Beef,6.61,2024-01-18T20:53:00
4843,Fruit,Berry,42.14,2024-02-12T18:56:00
4844,Fruit,Orange,68.99,2024-02-15T11:58:00
4845,Fruit,Berry,96.77,2024-01-14T05:09:00
4846,Grain,Rice,63.7,2024-03-07T14:32:00
4847,Vegetable,Carrot,21.52,2024-01-11T17:56:00
4848,Grain,Corn,47.19,2024-03-01T02:11:00
4849,Vegetable,Carrot,12.4,2024-03-08T21:42:00
4850,Fruit,Apple,12.16,2024-02-06T15:42:00
4851,Fruit,Orange,91.42,2024-01-04T19:25:00
4852,Fruit,Berry,72.45,2024-02-10T15:22:00
4853,Vegetable,Broccoli,66.51,2024-02-18T03:57:00
4854,Grain,Wheat,20.6,2024-02-26T16:54:00
4855,Vegetable,Carrot,30.07,2024-01-18T12:24:00
4856,Grain,Corn,34.39,2024-02-18T19:14:00
4857,Fruit,Orange,46.08,2024-03-01T13:01:00
4858,Dairy,Cream,11.26,2024-01-26T16:08:00
4859,Vegetable,Carrot,9.92,2024-01-03T01:36:00
4860,Protein,Tofu,62.91,2024-01-13T19:10:00
4861,Dairy,Milk,58.07,2024-01-30T17:33:00
4862,Vegetable,Spinach,60.04,2024-02-04T04:27:00
4863,Vegetable,Carrot,84.16,2024-02-23T19:56:00
4864,Vegetable,Broccoli,99.46,2024-02-01T20:31:00
4865,Grain,Rice,81.24,2024-03-07T23:46:00
4866,Fruit,Orange,71.85,2024-02-21T18:42:00
4867,Protein,Fish,13.69,2024-03-04T05:17:00
4868,Protein,Tofu,82.53,2024-01-09T20:16:00
4869,Vegetable,Pepper,12.75,2024-01-26T01:45:00
4870,Vegetable,Pepper,93.58,2024-02-20T00:49:00
4871,Dairy,Cream,37.3,2024-01-28T22:31:00
4872,Vegetable,Spinach,84.79,2024-01-24T14:34:00
4873,Fruit,Orange,3.54,2024-02-13T20:37:00
4874,Fruit,Grape,13.19,2024-02-25T21:51:00
4875,Vegetable,Pepper,23.85,2024-02-15T01:01:00
4876,Dairy,Milk,17.47,2024-02-26T09:09:00
4877,Fruit,Grape,72.17,2024-01-08T18:30:00
4878,Grain,Corn,86.33,2024-01-03T00:53:00
4879,Grain,Wheat,13.87,2024-01-26T14:43:00
4880,Protein,Chicken,34.9,2024-01-24T18:17:00
4881,Vegetable,Carrot,22.96,2024-03-05T15:44:00
4882,Dairy,Milk,25.72,2024-01-12T08:23:00
4883,Fruit,Berry,36.96,2024-02-06T21:54:00
4884,Grain,Barley,91.51,2024-02-28T05:44:00
4885,Grain,Oats,42.9,2024-01-29T01:24:00
4886,Protein,Chicken,37.72,2024-02-23T17:08:00
4887,Dairy,Yogurt,29.22,2024-01-16T16:47:00
4888,Vegetable,Broccoli,48.48,2024-01-10T16:29:00
